display_name,handle,text,timestamp,permalink,replies,retweets,likes
Vikingo,@vikingomorlaco,"ASCO Y VERGUENZA, SE SALVA BUKELE, ARGENTINA EN UN HUECO ECONÓMICO GRAVÍSIMO,  ECUADOR  30 DIAS DE  PARO   NACIONAL  X LA INEPTITUD DE NOBOA, EL RESTO YA LES CONOCEMOS, GENOCIDAS, RASISTAS. A usted qué le produce cuando ve esta gran imagen?",2025-10-21T13:08:12.000Z,https://x.com/vikingomorlaco/status/1980622147425914894,0,0,0
Vikingo,@vikingomorlaco,"ASCO Y VERGUENZA, SE SALVA BUKELE, ARGENTINA EN UN HUECO ECONÓMICO GRAVÍSIMO,  ECUADOR  30 DIAS DE  PARO   NACIONAL  X LA INEPTITUD DE NOBOA, EL RESTO YA LES CONOCEMOS, GENOCIDAS, RASISTAS.",2025-10-21T13:06:31.000Z,https://x.com/vikingomorlaco/status/1980621722438234544,0,0,0
La Hora Tungurahua,@horatungurahua,"Hay vías cerradas en cinco provincias este 21 de octubre, cuando se cumplen 31 días del  paro   nacional   . Conoce dónde son    ",2025-10-21T12:59:33.000Z,https://x.com/horatungurahua/status/1980619970754097369,0,0,0
W Radio Ec,@WRadioEc,"Ecuador  registra USD 80 millones en pérdidas económicas tras un mes de  paro   nacional .   Hoy los cierres viales persisten en al menos cuatro provincias. Este es el recuento de enfrentamientos y acuerdos fallidos con el Gobierno.

Fuente: Ecuavisa ",2025-10-21T12:10:24.000Z,https://x.com/WRadioEc/status/1980607598769406168,0,0,0
Expresa 593,@Expresa593Org,"#ECUADOR   | EL  PARO   NACIONAL  NO ES POLÍTICO ES DEL PUEBLO

Aquí las razones del levantamiento  nacional  y no basado en un tema político, aunque la derecha recadera y sus medios pagados así lo digan.

El país se levanta...",2025-10-21T12:04:19.000Z,https://x.com/Expresa593Org/status/1980606070935503152,0,0,0
Expresa 593,@Expresa593Org,"#ECUADOR  Así amanece  Ecuador  hoy martes 21 de octubre 2025, el estado vial en varias provincias se paralizan completamente ante el  Paro   Nacional .

Lista completa en VK     …",2025-10-21T11:58:54.000Z,https://x.com/Expresa593Org/status/1980604704573841604,0,0,0
Ecuavisa Noticias,@EcuavisaInforma,#LaNoticiaAFondo  |  Ecuador  registra USD 80 millones en pérdidas económicas tras un mes de  paro   nacional .   Hoy los cierres viales persisten en al menos cuatro provincias. Este es el recuento de enfrentamientos y acuerdos fallidos con el Gobierno.    ,2025-10-21T11:48:24.000Z,https://x.com/EcuavisaInforma/status/1980602062049038513,0,0,0
Diario Extra,@DiarioExtraEc,"#Ecuador   | El  paro   nacional  convocado por la Conaie continúa este martes 21 de octubre, con bloqueos en múltiples vías del país.

Revisa el listado actualizado de vías cerradas ",2025-10-21T11:36:23.000Z,https://x.com/DiarioExtraEc/status/1980599041432949141,0,0,0
Expresa 593,@Expresa593Org,"#NABÓN  |  PARO  INDEFINIDO NABÓN

Las comunidades de Nabón cierran la vía de manera indefinida ante el llamado al levantamiento  nacional  por la Confederación de Nacionalidades Indígenas del  Ecuador  (CONAIE).",2025-10-21T11:32:16.000Z,https://x.com/Expresa593Org/status/1980598005662167369,0,0,0
Radio Diez de Marzo,@Radio10deMarzo,"El Gobierno de  Ecuador  anunció la suspensión del diálogo con el movimiento indígena de Imbabura, sigue el  Paro   Nacional",2025-10-21T11:28:33.000Z,https://x.com/Radio10deMarzo/status/1980597068868784194,0,0,0
La Hora Ecuador,@lahoraecuador,"Buenos días,    #Ecuador  En portada: Vigilancia internacional por el  paro  
Esto y más:   Recibe gratis nuestro diario y más información por WhatsApp. Suscríbete sin costo aquí      …",2025-10-21T11:00:23.000Z,https://x.com/lahoraecuador/status/1980589978766950883,0,0,0
Behier Rivadeneira,@behierTw,"Cayambe se une al  Paro   Nacional  en  Ecuador . ¡CAYAMBE VA AL PARO!
En el contexto del Paro Nacional que sacude varias provincias del país, cientos de ciudadanos, comunidades indígenas y organizaciones sociales se han tomado el Parque Santa Catalina, en el sector Yaznán (Panamericana Norte), para expresar su rechazo a las",2025-10-21T10:32:47.000Z,https://x.com/behierTw/status/1980583036216569977,0,0,0
teleSUR TV,@teleSURtv,"La Unión  Nacional  de Educadores de  #Ecuador    denunció, a casi un mes del  paro   nacional , la política criminal del Gobierno de Daniel Noboa y su despliegue militar en el país para reprimir las legítimas protestas",2025-10-21T08:58:00.000Z,https://x.com/teleSURtv/status/1980559180022054916,0,0,0
Diario Extra,@DiarioExtraEc,"#EXTRAActualidad  | La Conaie declaró “enemigo del pueblo” al ministro del Interior, John Reimberg, en medio del creciente clima de tensión que atraviesa el país tras 29 días de  paro   nacional .

Más detalles  (    )",2025-10-21T04:30:14.000Z,https://x.com/DiarioExtraEc/status/1980491795222995047,0,0,0
KCH RADIO 90.9FM,@kchradio,"La Alcaldía de Otavalo reiteró su llamado al diálogo entre el movimiento indígena y el Gobierno  Nacional , una vez que las partes acentuaron sus distanciamientos, al cumplirse día veintinueve del  paro   nacional  de la Confederación de Nacionalidades Indígenas del  Ecuador  (Conaie),",2025-10-21T03:13:07.000Z,https://x.com/kchradio/status/1980472389340119441,0,0,0
Tiempo Real,@TiempoRealEC,". #ATENCIÓN  || TRABAJADORES FLORÍCOLAS EN  ECUADOR : UNA ODISEA PARA ENTREGAR SU PRODUCCIÓN    El  paro   nacional  ha dejado al sector florícola ecuatoriano en una crisis sin precedentes. Desde el inicio de las movilizaciones, se estima que las pérdidas ascienden a hasta $8",2025-10-21T03:02:08.000Z,https://x.com/TiempoRealEC/status/1980469625914544132,0,0,0
teleSUR TV,@teleSURtv,"La Unión  Nacional  de Educadores de  #Ecuador    denunció, a casi un mes del  paro   nacional , la política criminal del Gobierno de Daniel Noboa y su despliegue militar en el país para reprimir las legítimas protestas",2025-10-20T23:58:12.000Z,https://x.com/teleSURtv/status/1980423334203724115,0,0,0
China Xinhua Español,@XHespanol,#Ecuador   cumple hoy 29 días de bloqueos viales por  paro   nacional  indígena contra la eliminación del subsidio al diésel    #XinhuaNoticias,2025-10-20T23:55:16.000Z,https://x.com/XHespanol/status/1980422598745080073,0,0,0
Revista Vistazo,@revistavistazo,  #ENVIVO  | Manifestantes volvieron a exigir a comerciantes del centro de  #Otavalo  que cierren sus locales en apoyo al  paro   nacional . La misma situación se vivió en  #Cotacachi     ,2025-10-20T23:30:05.000Z,https://x.com/revistavistazo/status/1980416261759684804,0,0,0
Expedientes,@Expedientes_ec, | Los bloqueos viales continuaron en varias provincias un día después de que el Gobierno suspendiera el diálogo con los movimientos indígenas. El  paro   nacional  llegó a su día 29.   …  #Ecuador    #Paro    #Conaie   #Bloqueos,2025-10-20T23:15:00.000Z,https://x.com/Expedientes_ec/status/1980412463545036897,0,0,0
Diario El Mercurio,@elmercurioec,#ECUADOR   | ¿Qué pasará con el precio del gas?. Esto dijo el Ministerio:    …,2025-10-20T22:41:41.000Z,https://x.com/elmercurioec/status/1980404081010307104,0,0,0
El Universo,@eluniversocom,El ministro del Interior anunció que se cerró el diálogo y la Conaie pide que se la reconozca como interlocutor legítimo  ,2025-10-20T22:39:42.000Z,https://x.com/eluniversocom/status/1980403582772953444,0,0,0
Alexandra Vejar,@VejarAlexandra,"Hablemos d porcentajes:

Comunidades y pueblos indígenas 7% d la población  nacional De ese 7% solo el 5% le apoyó a Estallido Iza en las elecciones pasadas
De ese 5%; ¿Q porcentaje estará en contra d sus líderes x éste  paro  en el q les han quitado sustento,trabajo,paz

Iza pierde",2025-10-20T22:24:16.000Z,https://x.com/VejarAlexandra/status/1980399695932665923,0,0,0
Pinta Charla,@noplancho,La Confederación Indígena de  Ecuador  exigió aumentar el salario básico y anunció que mantendrá el  paro   nacional  | Por Yalilé Loaiza,2025-10-20T22:21:36.000Z,https://x.com/noplancho/status/1980399026848604412,0,0,0
Realidades 593,@realidades593,"Manifestantes recorrieron las calles de Otavalo para exhortar a los comerciantes a cerrar sus locales, en el marco del día 29 del  paro   nacional . #Ecuador    #DanielNoboa   #Urgente",2025-10-20T22:18:51.000Z,https://x.com/realidades593/status/1980398332611817730,0,0,0
infobae,@infobae,La Confederación Indígena de  Ecuador  exigió aumentar el salario básico y anunció que mantendrá el  paro   nacional  | Por Yalilé Loaiza,2025-10-20T22:16:21.000Z,https://x.com/infobae/status/1980397703306633435,0,0,0
aficionado04,@todoazul04,  …  el gobierno es el responsable,2025-10-20T20:57:29.000Z,https://x.com/todoazul04/status/1980377855302463841,0,0,0
Ecuavisa Noticias,@EcuavisaInforma, Continúa la tensión entre el Gobierno  Nacional  y la Confederación de Nacionalidades Indígenas del  Ecuador  por el  paro   nacional .    ,2025-10-20T20:52:04.000Z,https://x.com/EcuavisaInforma/status/1980376495811133801,0,0,0
Infobae América,@infobaeamerica,La Confederación Indígena de  Ecuador  exigió aumentar el salario básico y anunció que mantendrá el  paro   nacional  | Por Yalilé Loaiza,2025-10-20T20:48:39.000Z,https://x.com/infobaeamerica/status/1980375636284699007,0,0,0
Jilmer Díaz,@jileduardoPSUV,"#PorLaPazYLaSoberaníaUnidos  
Lean esto:

CONAIE desconoce acuerdos regionales y mantiene convocatoria al  paro   nacional  en  Ecuador    #20Oct  via  #ConElMazoDando",2025-10-20T20:48:06.000Z,https://x.com/jileduardoPSUV/status/1980375495624519958,0,0,0
Alpargata Tech,@AlpargataTech,"#PorLaPazYLaSoberaníaUnidos  
El Mazo dice:

CONAIE desconoce acuerdos regionales y mantiene convocatoria al  paro   nacional  en  Ecuador    #20Oct  via  #ConElMazoDando",2025-10-20T20:46:06.000Z,https://x.com/AlpargataTech/status/1980374990743548410,0,0,0
Amelyren,@Amelyren,"#PorLaPazYLaSoberaníaUnidos  
Interesante:

CONAIE desconoce acuerdos regionales y mantiene convocatoria al  paro   nacional  en  Ecuador    #20Oct  via  #ConElMazoDando",2025-10-20T20:44:06.000Z,https://x.com/Amelyren/status/1980374488798687644,0,0,0
Ecuador En Directo,@EcEnDirecto,"#NACIONAL    
El  paro   nacional  en  Ecuador  se intensifica, con importantes carreteras bloqueadas en las provincias de Cotopaxi, Imbabura, entre otras, lo que provoca graves interrupciones del tráfico y un aumento de la tensión social. Los manifestantes exigen la restauración de los",2025-10-20T20:43:02.000Z,https://x.com/EcEnDirecto/status/1980374219016864222,0,0,0
Ecuadorinmediato,@ecuainm_oficial,"#URGENTE ""Ministro John Reimberg: enemigo del pueblo"", señaló la  @CONAIE_Ecuador  . Ante la represión contra manifestantes en el marco del  paro   nacional . Ministro  @JohnReimberg @JohnReimberg : enemigo del pueblo.
Ordenar la represión brutal contra quienes protestan no es autoridad, es cobardía.
Criminalizar la protesta no es fortaleza, es el reflejo del fracaso de su gobierno.  #FueraReimberg #FueraReimberg   #ParoNacionalEcuador #ParoNacionalEcuador",2025-10-20T20:40:41.000Z,https://x.com/ecuainm_oficial/status/1980373629033668643,0,0,0
Exprésate Morona Santiago,@ExpresateMS,"[EXPRESIONES] ATENCIÓN:  #Ecuador  , los pueblos kichwas de Imbabura hicieron un llamado al Gobierno  Nacional  para que retome de manera inmediata el diálogo, tras el anuncio oficial de que “no existen condiciones” para continuar con las conversaciones en el contexto del  paro",2025-10-20T20:38:23.000Z,https://x.com/ExpresateMS/status/1980373050378822105,0,0,0
Revista Vistazo,@revistavistazo,"  #ENVIVO  | El ministro del Interior, John Reimberg, aseguró que el Gobierno no retomará los diálogos con el movimiento indígena de  #Imbabura . ""Cualquier cosa que pase será responsabilidad de ellos""    ",2025-10-20T20:32:04.000Z,https://x.com/revistavistazo/status/1980371461614248041,0,0,0
Quito Noticias,@QuitoNoticias1," GOBIERNO ALISTA OPERATIVO PARA DESPEJAR VÍAS EN IMBABURA  Según el  @ECU911_ , hay 15 cierres viales en toda la provincia, tanto en la Panamericana, como en otras cuatro carreteras intercantonales.    Lea  @EcuavisaInforma    ",2025-10-20T19:24:58.000Z,https://x.com/QuitoNoticias1/status/1980354575652778480,0,0,0
Salario Mundial,@isalariocom,La Confederación Indígena de  Ecuador  exigió aumentar el salario básico y anunció que ... - Infobae,2025-10-20T19:22:40.000Z,https://x.com/isalariocom/status/1980353995852955865,0,0,0
mlhidalgo,@mlhidalgo,"El  paro  no es  nacional . El  paro  es de la CONAIE, focalizado en Imbabura",2025-10-20T19:21:44.000Z,https://x.com/mlhidalgo/status/1980353761156727278,0,0,0
Yoselina Guevara L.,@lopez_yoselina,"#MundoTuit   #20Oct   #Ecuador   Gobierno de  Ecuador  anunció este  #19Oct  que no continuará con el proceso de diálogo que había acordado con las organizaciones indígenas de Imbabura (norte) para poner fin al  paro   nacional  por la eliminación del subsidio al diésel, que lleva 28 días.",2025-10-20T18:55:18.000Z,https://x.com/lopez_yoselina/status/1980347110655684762,0,0,0
Info-Notas,@infonotascuenca,"Paro   Nacional  Sigue sin Diálogo: Azuay se Enfoca en Acciones sin Cierre de Vías, Según la FOA
CUENCA,  ECUADOR",2025-10-20T18:40:32.000Z,https://x.com/infonotascuenca/status/1980343392728154491,0,0,0
Ecuador En Directo,@EcEnDirecto,". @omarmaluk : ""Daniel Noboa se está abriendo, pues va bajando su aceptación pero va subiendo su contra, esa subida de la contra es producto del  paro   nacional "". #LosEspecialistas   #Encuesta   #Ecuador  YouTube:   Facebook:  ",2025-10-20T18:04:37.000Z,https://x.com/EcEnDirecto/status/1980334352287543470,0,0,0
- Hernán Espinosa G.,@hoeg1,"LA DICTADURA DEL PINOCHET NOBOA AZIN CRECE
DÍA A DÍA.   EL  PARO  SE REFUERZA Y CONTINÚA CON FUERZA PESE A ESTAS ACTUACIONES DEL 
""NUEVO  ECUADOR ""  LA COLABORACIÓN DE LOS 
ECUATORIANOS AL  PARO   NACIONAL  ES MULTITUDINARIO E IRRESTRICTO",2025-10-20T18:01:16.000Z,https://x.com/hoeg1/status/1980333509815464275,0,0,0
El Universo,@eluniversocom,El alcalde de Quito criticó el accionar de la fuerza pública en San Miguel del Común y señaló que las líneas de emergencia colapsaron  ,2025-10-20T17:58:15.000Z,https://x.com/eluniversocom/status/1980332750742622508,0,0,0
Revista Vistazo,@revistavistazo,"#ENVIVO  | El ministro de Desarrollo Humano, Harold Burbano, aseguró que Leonidas Iza y Guillermo Churuchumbi ""siguen queriendo manejar la Conaie"" y han interrumpido los diálogos con movimientos indígenas de  #Imbabura .    ",2025-10-20T17:55:24.000Z,https://x.com/revistavistazo/status/1980332032900079941,0,0,0
Grok,@grok,"El video captura choques durante el  Paro   Nacional  en  Ecuador , iniciado por recortes a subsidios de combustible y liderado por indígenas contra Noboa, con bloqueos viales y enfrentamientos que suman semanas, detenciones y heridos. La policía ingresa a propiedades para dispersar",2025-10-20T17:52:24.000Z,https://x.com/grok/status/1980331281528594671,0,0,0
Revista Vistazo,@revistavistazo,"#ATENCIÓN  | En Imbabura, Loja y Pichincha permanecen cerradas varias carreteras debido a las movilizaciones. Esto reportó el servicio de emergencias ECU 911 sobre el estado actual de las vías:  ",2025-10-20T17:42:24.000Z,https://x.com/revistavistazo/status/1980328762664214856,0,0,0
La Hora Ecuador,@lahoraecuador,El Ministerio de Interior informó cuántos militares y policías han sido heridos en el  paro   nacional  2025  .    ,2025-10-20T16:29:30.000Z,https://x.com/lahoraecuador/status/1980310417982517636,0,0,0
Conexión Informativa EC,@ConexionECU,"#Ecuador   | El país enfrenta una nueva jornada de protestas este lunes, con múltiples vías cerradas en distintas provincias, en el marco del  paro   nacional  convocado por la Confederación de Nacionalidades Indígenas del  Ecuador  (Conaie).    ",2025-10-20T16:19:24.000Z,https://x.com/ConexionECU/status/1980307874258784526,0,0,0
blanca narcisa sanchez uvidia,@BlancaUvidia,¿Por qué no debemos criminalizar la protesta social en  Ecuador ?,2025-10-20T16:16:38.000Z,https://x.com/BlancaUvidia/status/1980307177429745694,0,0,0
GK,@GKecuador,"El gobierno de Daniel Noboa anunció que, por el momento, no habrá diálogo con el movimiento indígena; el ECU 911 reportó cierres viales en las provincias de Imbabura, Loja, Pichincha y Cotopaxi.

Así avanza el  paro   nacional :",2025-10-20T16:11:54.000Z,https://x.com/GKecuador/status/1980305987237294523,0,0,0
Quality Digital,@QCanal395702,"#QualityTV   #Ecuador    En 27 días de  paro , el desabastecimiento de este producto se siente con fuerza en  #Imbabura , particularmente en Otavalo, Atuntaqui y Cotacachi, los cantones más afectados por la movilización indígena, en el marco del  paro   nacional .   …",2025-10-20T16:03:58.000Z,https://x.com/QCanal395702/status/1980303991776153699,0,0,0
Primicias,@Primicias,‘¿Por qué no debemos criminalizar la protesta social en  Ecuador ?’ Lea la columna de Renato Rivera Rhon.  ,2025-10-20T16:03:05.000Z,https://x.com/Primicias/status/1980303770622845022,0,0,0
Radio HIT FM,@radiohitfm965," Por el  paro   nacional , el Ministerio de Trabajo autoriza horarios laborales flexibles en Imbabura, Carchi y Pichincha. Empleadores y trabajadores podrán acordar recuperar los días no laborados. La medida busca evitar más pérdidas y proteger el empleo.  #Ecuador    #Paro2025",2025-10-20T16:00:01.000Z,https://x.com/radiohitfm965/status/1980302995515449578,0,0,0
Pie de Página,@PdPagina,#AbyaAyala  |  El 14 de octubre en Otavalo no fue solo un episodio de represión; en el  paro   nacional  de  #Ecuador  : fue la ruptura del Estado pluricultural y plurinacional  Redacción  Especial,2025-10-20T15:57:45.000Z,https://x.com/PdPagina/status/1980302425669202074,0,0,0
Rodrigo Collaguazo,@rodricollaguazo,"¿ESTA DE ACUERDO CON EL  PARO   NACIONAL ?
A FAVOR: 49,09%
EN CONTRA: 48,11% @AndresDuranEc   @aguschmer   @BancadaADN   @BancadaRC5   @CONAIE_Ecuador    @PactoxlaPatria   @DanielNoboaOk   @ecuarauz   @LuisaGonzalezEc   @MashiRafael   @Edu_Franco_Loor   @fernad   @efiwitt",2025-10-20T15:54:38.000Z,https://x.com/rodricollaguazo/status/1980301644098388463,0,0,0
La Hora Ecuador,@lahoraecuador," El alcalde de Quito, Pabel Muñoz, llamó a priorizar acuerdos mínimos frente al  paro . Lee sus declaraciones    ",2025-10-20T14:23:41.000Z,https://x.com/lahoraecuador/status/1980278754095079490,0,0,0
Noticias Oromar,@noticias_oromar, Noticias Oromar | Se cumplieron 30 días del  paro   nacional  convocado por la Confederación de Nacionalidades Indígenas del  Ecuador . Y las tensiones se mantienen en varios puntos de la sierra norte. En el siguiente reporte revisamos la situación.,2025-10-20T14:19:50.000Z,https://x.com/noticias_oromar/status/1980277784795849129,0,0,0
Oromartv,@oromartv, Noticias Oromar | Se cumplieron 30 días del  paro   nacional  convocado por la Confederación de Nacionalidades Indígenas del  Ecuador . Y las tensiones se mantienen en varios puntos de la sierra norte. En el siguiente reporte revisamos la situación.,2025-10-20T14:19:07.000Z,https://x.com/oromartv/status/1980277603434201232,0,0,0
Exprésate Morona Santiago,@ExpresateMS,"[VIALIDAD] ATENCIÓN: cuatro provincias registran cierres viales en  #Ecuador   durante el día 29 del  paro   nacional   Este lunes 20 de octubre, cuatro provincias de  Ecuador  mantienen bloqueos en las vías debido al  paro   nacional  que cumple 29 días. Las provincias afectadas son",2025-10-20T14:17:50.000Z,https://x.com/ExpresateMS/status/1980277283832180907,0,0,0
Tarsicio Granizo,@TarsiGranizo,¿Por qué no debemos criminalizar la protesta social en  Ecuador ?,2025-10-20T13:56:34.000Z,https://x.com/TarsiGranizo/status/1980271932298740202,0,0,0
El Universo,@eluniversocom,"Estas son las  #vías  cerradas por el  #paro    nacional  este lunes, 20 de octubre  ",2025-10-20T13:37:16.000Z,https://x.com/eluniversocom/status/1980267074703274262,0,0,0
Carla Arcentales,@carlarcentales,Ecuador  completa 4 semanas de  paro   nacional . El Gobierno asegura que no hay condiciones para continuar el diálogo con los movimientos indígenas y mantiene su postura firme.   #ParoImbabura,2025-10-20T13:26:56.000Z,https://x.com/carlarcentales/status/1980264471256862834,0,0,0
Huella del Sur,@huella_delsur,"En el día 26 del  Paro   Nacional  en  Ecuador  hacemos un recuento de estas cuatro semanas de movilizaciones en todo el país en rechazo a las políticas impuestas por el Presidente Daniel Noboa, como la eliminación del ...

Por Nicole Morales    …  #NicoleMorales",2025-10-20T13:24:07.000Z,https://x.com/huella_delsur/status/1980263762901794940,0,0,0
La Hora Ecuador,@lahoraecuador,Los pueblos kichwas de Imbabura reiteraron su disposición al diálogo y exhortaron al Gobierno a retomar las conversaciones  . Detalles    ,2025-10-20T13:20:37.000Z,https://x.com/lahoraecuador/status/1980262883570106401,0,0,0
Al Mayadeen Español,@almayadeen_es,Movimientos indígenas mantienen  paro   nacional  en  Ecuador     #Ecuador    #Conaie   #Confeniae   #DerechosHumanos   #MovimientosIndigenas   #ParoNacional,2025-10-20T12:30:00.000Z,https://x.com/almayadeen_es/status/1980250145007587475,0,0,0
Expedientes,@Expedientes_ec," | Tras la suspensión del diálogo con los movimientos indígenas, los bloqueos viales persisten en varias provincias. El  paro   nacional  cumple 29 días y afecta rutas en Pichincha, Imbabura, Cotopaxi y Loja.   …  #Ecuador    #Paro    #Conaie   #Bloqueos",2025-10-20T12:29:31.000Z,https://x.com/Expedientes_ec/status/1980250023225868680,0,0,0
El Emprendedor Ec,@elemprendedor_,"Estas son las vías cerradas por el  paro   nacional  este lunes, 20 de octubre |  Ecuador  | Noticias -  ",2025-10-20T12:25:11.000Z,https://x.com/elemprendedor_/status/1980248934376214807,0,0,0
Ecuavisa Noticias,@EcuavisaInforma," Tras 29 días de  paro   nacional , los cierres viales persisten en cuatro provincias de  #Ecuador  , este lunes 20 de octubre. Revisa el estado vial AQUÍ    ",2025-10-20T12:01:27.000Z,https://x.com/EcuavisaInforma/status/1980242959426834818,0,0,0
La Hora Ecuador,@lahoraecuador," El Pueblo Kichwa Karanki resolvió en asamblea mantener el  paro   nacional  hasta que el Gobierno derogue el Decreto 126, que eliminó el subsidio al diésel y elevó su precio de $1,80 a $2,80 por galón. Detalles ",2025-10-20T11:58:48.000Z,https://x.com/lahoraecuador/status/1980242294268903886,0,0,0
Diario Extra,@DiarioExtraEc,"Protestas por el  paro   nacional  mantienen cerradas varias vías en  Ecuador . Revisa aquí el estado actualizado del tránsito este lunes 20 de octubre.

Míralo aquí ",2025-10-20T11:30:13.000Z,https://x.com/DiarioExtraEc/status/1980235101968449739,0,0,0
Hernán Higuera,@higuerahernan," Marlon Vargas, presidente de la  #Conaie , exigió que el salario básico en  #Ecuador     se eleve a $650.
El pedido se suma a otras demandas presentadas durante el  paro   nacional .",2025-10-20T11:28:56.000Z,https://x.com/higuerahernan/status/1980234775312085500,0,0,0
La Hora Ecuador,@lahoraecuador,"Buenos días,    #Ecuador  En portada: Un mes de  paro  por el precio del diésel 
Esto y más:   Recibe gratis nuestro diario y más información por WhatsApp. Suscríbete sin costo aquí      …",2025-10-20T11:07:08.000Z,https://x.com/lahoraecuador/status/1980229289070268925,0,0,0
Pie de Página,@PdPagina,"#AbyaAyala  | Imbabura es el epicentro del  paro   nacional  en  #Ecuador  . Mientras el Gobierno desplegaba más de 5.000 militares adicionales en todo el país, las comunidades indígenas responden con una red de resistencia organizada.  Redacción  Especial",2025-10-20T07:00:01.000Z,https://x.com/PdPagina/status/1980167102456533109,0,0,0
teleSUR TV,@teleSURtv,"A 28 días de iniciado el  paro   nacional  en  #Ecuador    , la Confederación de Nacionalidades Indígenas de la Amazonía Ecuatoriana  #Confeniae  ratificó su movilización permanente contra la eliminación del subsidio al diésel y el abandono estatal",2025-10-20T04:48:00.000Z,https://x.com/teleSURtv/status/1980133877772632219,0,0,0
La Hora Tungurahua,@horatungurahua,"“El Gobierno no aceptará presiones ni chantajes”, dice un comunicado del Gobierno, en el que informó la suspensión del diálogo con el movimiento indígena.    ",2025-10-20T04:03:26.000Z,https://x.com/horatungurahua/status/1980122662577033291,0,0,0
